Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,duration,eventlog_violation,policy_violation,true_violation
Released,User_2,W_Call incomplete files,Workflow,Workitem_1490722256,suspend,2016-01-18 11:43:59.529000+00:00,"Other, see explanation",Limit raise,Application_484278024,7000.0,,,,,,,,,80.21475083333334,False,False,False
statechange,User_19,O_Created,Offer,OfferState_489331323,complete,2016-01-04 08:37:42.329000+00:00,Unknown,New credit,Application_1446096185,0.0,,,,,,,,Offer_1346286187,0.0035980555555555553,False,False,False
statechange,User_118,A_Validating,Application,ApplState_119270772,complete,2016-01-12 14:15:49.965000+00:00,Unknown,New credit,Application_2108937169,0.0,,,,,,,,,0.01056388888888889,False,False,False
Deleted,User_115,W_Validate application,Workflow,Workitem_1094857173,ate_abort,2016-01-08 16:05:47.597000+00:00,Caravan / Camper,New credit,Application_1059184025,6600.0,,,,,,,,,0.0011731944444444446,False,False,False
statechange,User_68,O_Refused,Offer,OfferState_1494429296,complete,2016-01-07 13:29:49.710000+00:00,Home improvement,New credit,Application_1691306052,10000.0,,,,,,,,Offer_1669071500,4.166666666666667e-06,False,False,False
Obtained,User_109,W_Call incomplete files,Workflow,Workitem_1133633303,resume,2016-02-22 08:41:29.248000+00:00,Unknown,New credit,Application_1660185664,0.0,,,,,,,,,0.8822588888888889,False,False,False
statechange,User_47,A_Concept,Application,ApplState_1916571574,complete,2016-01-04 10:18:31.594000+00:00,"Other, see explanation",Limit raise,Application_1787371920,23500.0,,,,,,,,,1.388888888888889e-06,False,False,False
statechange,User_43,O_Sent (online only),Offer,OfferState_1431215539,complete,2016-01-04 13:30:30.130000+00:00,Not speficied,New credit,Application_1823402778,15000.0,,,,,,,,Offer_1185562763,27.911598888888886,False,False,False
Created,User_99,W_Call incomplete files,Workflow,Workitem_1630932806,schedule,2016-01-26 14:04:07.243000+00:00,Existing loan takeover,Limit raise,Application_1999238509,10000.0,,,,,,,,,8.333333333333333e-07,False,False,False
Created,User_75,W_Call incomplete files,Workflow,Workitem_1457529931,schedule,2016-01-15 15:34:17.123000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_100,A_Validating,Application,ApplState_1318433090,complete,2016-01-15 12:42:18.961000+00:00,Car,New credit,Application_675073178,24000.0,,,,,,,,,0.006774166666666667,False,False,False
Obtained,User_17,W_Call after offers,Workflow,Workitem_1736161340,start,2016-01-02 09:59:50.303000+00:00,Car,New credit,Application_1120819670,6850.0,,,,,,,,,1.111111111111111e-06,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_862202699,complete,2016-01-02 22:21:24.689000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,0.00015444444444444446,False,False,False
statechange,User_16,A_Accepted,Application,ApplState_405799985,complete,2016-01-04 08:08:23.623000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,0.034180555555555554,False,False,False
Obtained,User_41,W_Call incomplete files,Workflow,Workitem_1591150517,resume,2016-01-11 12:53:07.168000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,,0.06096888888888889,False,False,False
statechange,User_24,A_Accepted,Application,ApplState_2006907649,complete,2016-01-05 09:36:46.327000+00:00,Home improvement,New credit,Application_1004303396,15000.0,,,,,,,,,0.09800944444444444,False,False,False
statechange,User_22,A_Accepted,Application,ApplState_46315832,complete,2016-01-04 17:19:36.795000+00:00,Not speficied,New credit,Application_1845547664,9000.0,,,,,,,,,0.09010444444444443,False,False,False
statechange,User_90,O_Accepted,Offer,OfferState_101337091,complete,2016-01-19 07:49:55.960000+00:00,Car,New credit,Application_675073178,24000.0,,,,,,,,Offer_1383197782,4.9999999999999996e-06,False,False,False
statechange,User_19,O_Sent (mail and online),Offer,OfferState_684087014,complete,2016-01-02 15:59:33.633000+00:00,Remaining debt home,New credit,Application_1966208034,40000.0,,,,,,,,Offer_1967986467,6.944444444444445e-06,False,False,False
Obtained,User_99,W_Call incomplete files,Workflow,Workitem_1508786085,start,2016-01-11 12:13:36.082000+00:00,Home improvement,New credit,Application_1547844908,40000.0,,,,,,,,,8.333333333333333e-07,False,False,False
statechange,User_10,A_Accepted,Application,ApplState_1636114376,complete,2016-01-05 13:35:40.304000+00:00,Home improvement,New credit,Application_1413308979,6000.0,,,,,,,,,0.044956388888888886,False,False,False
Deleted,User_116,W_Call incomplete files,Workflow,Workitem_149023089,ate_abort,2016-01-15 13:51:09.750000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,2.222222222222222e-06,False,False,False
Released,User_38,W_Call after offers,Workflow,Workitem_1546866782,suspend,2016-01-02 14:10:38.850000+00:00,Car,New credit,Application_1294530310,10000.0,,,,,,,,,91.76009555555555,True,True,True
statechange,User_20,A_Accepted,Application,ApplState_119953556,complete,2016-01-04 09:08:56.671000+00:00,Home improvement,New credit,Application_854524772,0.0,,,,,,,,,0.021865555555555555,False,False,False
statechange,User_119,A_Validating,Application,ApplState_385782071,complete,2016-01-11 15:45:50.912000+00:00,Existing loan takeover,New credit,Application_1300843234,12500.0,,,,,,,,,0.005156388888888888,False,False,False
statechange,User_119,O_Accepted,Offer,OfferState_1338031915,complete,2016-01-15 14:43:48.020000+00:00,Home improvement,New credit,Application_1448214642,8000.0,,,,,,,,Offer_1249935942,2.777777777777778e-06,False,False,False
Obtained,User_3,W_Call after offers,Workflow,Workitem_1094488878,start,2016-01-02 14:00:20.005000+00:00,Home improvement,New credit,Application_1878239836,15000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_110,A_Cancelled,Application,ApplState_1257141067,complete,2016-01-06 08:50:04.825000+00:00,Car,New credit,Application_369105792,5000.0,,,,,,,,,1.1111111111111112e-05,False,False,False
Created,User_101,W_Call incomplete files,Workflow,Workitem_943204195,schedule,2016-01-13 10:44:43.051000+00:00,Home improvement,Limit raise,Application_803879893,10000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Released,User_34,W_Call incomplete files,Workflow,Workitem_142860611,suspend,2016-02-29 12:23:16.911000+00:00,Existing loan takeover,New credit,Application_1870161219,27400.0,,,,,,,,,0.19121194444444445,False,False,False
Obtained,User_87,W_Call incomplete files,Workflow,Workitem_2139579645,start,2016-01-28 07:51:59.571000+00:00,Home improvement,Limit raise,Application_980495316,42000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Released,User_119,W_Validate application,Workflow,Workitem_512622659,suspend,2016-01-22 10:28:36.069000+00:00,"Other, see explanation",New credit,Application_1723028098,25000.0,,,,,,,,,68.23836027777779,True,True,True
Deleted,User_1,W_Handle leads,Workflow,Workitem_1089768427,withdraw,2016-01-02 16:24:17.811000+00:00,Existing loan takeover,New credit,Application_1234535641,8000.0,,,,,,,,,2.4999999999999998e-06,False,False,False
Released,User_15,W_Call after offers,Workflow,Workitem_452575919,suspend,2016-01-08 09:05:00.707000+00:00,Existing loan takeover,New credit,Application_93597308,50000.0,,,,,,,,,169.73368027777775,False,False,False
Obtained,User_47,W_Call incomplete files,Workflow,Workitem_1168022781,resume,2016-02-03 09:20:30.988000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,0.007054166666666667,False,False,False
Created,User_75,W_Validate application,Workflow,Workitem_1488038079,schedule,2016-01-04 07:13:15.487000+00:00,Unknown,New credit,Application_1660185664,0.0,,,,,,,,,5.555555555555555e-07,False,False,False
Released,User_5,W_Complete application,Workflow,Workitem_352921385,suspend,2016-01-05 06:49:55.940000+00:00,Home improvement,New credit,Application_1301009504,35000.0,,,,,,,,,7.646178333333333,False,False,False
Obtained,User_113,W_Validate application,Workflow,Workitem_623921507,start,2016-01-13 16:05:09.278000+00:00,Car,New credit,Application_347136910,15000.0,,,,,,,,,0.00022555555555555558,False,False,False
Released,User_87,W_Validate application,Workflow,Workitem_895192536,suspend,2016-01-15 14:10:28.610000+00:00,Car,New credit,Application_675073178,24000.0,,,,,,,,,0.0021325,False,False,False
Obtained,User_119,W_Validate application,Workflow,Workitem_302599288,start,2016-01-12 10:02:20.089000+00:00,Car,New credit,Application_709929024,5000.0,,,,,,,,,0.00021555555555555556,False,False,False
Created,User_19,O_Create Offer,Offer,Offer_1574564290,complete,2016-01-04 19:59:34.226000+00:00,Home improvement,New credit,Application_58755651,50000.0,0.0,126.0,False,500.0,True,0.0,50000.0,,0.000375,False,False,False
Released,User_27,W_Call after offers,Workflow,Workitem_531895991,suspend,2016-01-11 08:06:10.836000+00:00,Existing loan takeover,New credit,Application_1613424593,18000.0,,,,,,,,,74.8179075,False,False,False
Obtained,User_20,W_Complete application,Workflow,Workitem_1519287298,start,2016-01-04 14:38:03.867000+00:00,"Other, see explanation",New credit,Application_60181210,20000.0,,,,,,,,,1.388888888888889e-06,False,False,False
Deleted,User_34,W_Call incomplete files,Workflow,Workitem_831759572,complete,2016-01-15 16:00:11.735000+00:00,Car,New credit,Application_1535675187,8500.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Deleted,User_114,W_Call after offers,Workflow,Workitem_317422140,ate_abort,2016-01-13 11:52:51.163000+00:00,Car,New credit,Application_1405679737,5000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
Released,User_10,W_Call after offers,Workflow,Workitem_831962143,suspend,2016-01-04 17:55:38.668000+00:00,Car,Limit raise,Application_1130151790,27000.0,,,,,,,,,87.3684786111111,False,False,False
statechange,User_28,A_Complete,Application,ApplState_269778238,complete,2016-01-04 09:05:30.481000+00:00,Car,New credit,Application_2015287405,15000.0,,,,,,,,,0.06338,False,False,False
statechange,User_3,O_Created,Offer,OfferState_1612278639,complete,2016-01-04 12:51:10.207000+00:00,Car,New credit,Application_1096831814,11800.0,,,,,,,,Offer_416560951,0.0029011111111111113,False,False,False
Released,User_52,W_Complete application,Workflow,Workitem_759612607,suspend,2016-01-02 15:07:27.759000+00:00,Car,Limit raise,Application_351152063,0.0,,,,,,,,,42.65695388888889,False,False,False
Deleted,User_127,W_Call after offers,Workflow,Workitem_365690388,ate_abort,2016-01-13 12:17:33.474000+00:00,Car,New credit,Application_505474597,6750.0,,,,,,,,,2.222222222222222e-06,False,False,False
Obtained,User_116,W_Validate application,Workflow,Workitem_101473421,start,2016-01-11 12:13:55.512000+00:00,"Other, see explanation",New credit,Application_1859638703,15000.0,,,,,,,,,0.0002580555555555556,False,False,False
Deleted,User_119,W_Call incomplete files,Workflow,Workitem_1953279567,ate_abort,2016-02-03 07:44:14.766000+00:00,Car,Limit raise,Application_37839400,25000.0,,,,,,,,,1.9444444444444444e-06,False,False,False
Deleted,User_117,W_Call after offers,Workflow,Workitem_1244617309,ate_abort,2016-01-29 10:33:19.127000+00:00,Home improvement,New credit,Application_774787486,10000.0,,,,,,,,,8.888888888888888e-06,False,False,False
statechange,User_1,A_Submitted,Application,ApplState_1630069066,complete,2016-01-03 09:58:59.587000+00:00,Existing loan takeover,New credit,Application_1765204099,8300.0,,,,,,,,,8.444444444444444e-05,False,False,False
Created,User_1,A_Create Application,Application,Application_1017492916,complete,2016-01-01 19:18:43.997000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,1.1666666666666668e-05,False,False,False
Obtained,User_24,W_Complete application,Workflow,Workitem_628121498,resume,2016-01-05 08:15:02.302000+00:00,Not speficied,New credit,Application_584603670,5000.0,,,,,,,,,0.05863388888888889,False,False,False
Deleted,User_1,W_Call after offers,Workflow,Workitem_1908935629,ate_abort,2016-02-29 07:00:57.084000+00:00,Car,New credit,Application_1365381023,5000.0,,,,,,,,,0.005438055555555556,False,False,False
statechange,User_19,A_Accepted,Application,ApplState_147353741,complete,2016-01-04 11:55:35.132000+00:00,Car,New credit,Application_1825972191,15000.0,,,,,,,,,0.03003,False,False,False
Created,User_1,W_Complete application,Workflow,Workitem_48270236,schedule,2016-01-03 12:15:40.495000+00:00,Not speficied,New credit,Application_1845547664,9000.0,,,,,,,,,1.6666666666666667e-06,False,False,False
statechange,User_75,A_Pending,Application,ApplState_1149531457,complete,2016-01-11 16:29:16.959000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,,1.111111111111111e-06,False,False,False
Created,User_1,A_Create Application,Application,Application_2082119944,complete,2016-01-01 21:14:25.752000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,1.222222222222222e-05,False,False,False
Obtained,User_24,W_Complete application,Workflow,Workitem_511292074,resume,2016-01-05 10:14:24.095000+00:00,Car,New credit,Application_1365381023,5000.0,,,,,,,,,0.03038583333333333,False,False,False
statechange,User_113,A_Validating,Application,ApplState_858822616,complete,2016-01-13 09:36:14.947000+00:00,Home improvement,Limit raise,Application_803879893,10000.0,,,,,,,,,0.002696111111111111,False,False,False
Released,User_119,W_Validate application,Workflow,Workitem_2029349283,suspend,2016-01-21 13:44:01.965000+00:00,Unknown,New credit,Application_2012588584,0.0,,,,,,,,,18.163999722222222,False,False,False
Obtained,User_89,W_Call after offers,Workflow,Workitem_520358687,start,2016-01-06 19:35:36.874000+00:00,Car,New credit,Application_1953406738,5000.0,,,,,,,,,5.555555555555555e-07,False,False,False
Deleted,User_114,W_Call after offers,Workflow,Workitem_2103203689,ate_abort,2016-01-13 07:48:26.196000+00:00,Not speficied,New credit,Application_1845547664,9000.0,,,,,,,,,2.777777777777778e-06,False,False,False
Released,User_34,W_Call incomplete files,Workflow,Workitem_316139711,suspend,2016-01-13 13:12:51.901000+00:00,Home improvement,Limit raise,Application_1474017032,15000.0,,,,,,,,,0.005389444444444445,False,False,False
Released,User_19,W_Call after offers,Workflow,Workitem_199947462,suspend,2016-01-06 18:21:15.743000+00:00,"Other, see explanation",New credit,Application_1130101747,10500.0,,,,,,,,,0.37719916666666664,False,False,False
Released,User_41,W_Call incomplete files,Workflow,Workitem_132908546,suspend,2016-01-11 12:49:10.204000+00:00,Existing loan takeover,New credit,Application_822724921,30000.0,,,,,,,,,2.989253611111111,False,False,False
Obtained,User_20,W_Handle leads,Workflow,Workitem_1793900460,resume,2016-01-04 14:21:23.409000+00:00,"Other, see explanation",New credit,Application_60181210,20000.0,,,,,,,,,0.011680833333333335,False,False,False
statechange,User_52,O_Sent (mail and online),Offer,OfferState_2051164740,complete,2016-01-02 11:30:28.606000+00:00,Existing loan takeover,New credit,Application_652823628,20000.0,,,,,,,,Offer_148581083,4.166666666666667e-06,False,False,False
Released,User_15,W_Complete application,Workflow,Workitem_1722766366,suspend,2016-01-04 11:35:36.907000+00:00,Car,New credit,Application_1723779444,5000.0,,,,,,,,,6.643213055555555,False,False,False
Released,User_71,W_Call after offers,Workflow,Workitem_1881391589,suspend,2016-01-08 08:55:10.610000+00:00,Car,New credit,Application_268676496,5500.0,,,,,,,,,74.96460694444445,False,False,False
statechange,User_13,O_Created,Offer,OfferState_352902302,complete,2016-01-04 13:24:57.641000+00:00,Existing loan takeover,New credit,Application_396349881,15000.0,,,,,,,,Offer_739070387,0.0050080555555555555,False,False,False
Released,User_38,W_Complete application,Workflow,Workitem_780421321,suspend,2016-01-04 15:53:25.716000+00:00,Not speficied,New credit,Application_584603670,5000.0,,,,,,,,,16.360162777777777,False,False,False
Released,User_95,W_Validate application,Workflow,Workitem_2054761369,suspend,2016-01-13 09:58:37.925000+00:00,Business goal,New credit,Application_212010049,18500.0,,,,,,,,,22.63973861111111,True,True,True
Created,User_101,W_Call incomplete files,Workflow,Workitem_1059857735,schedule,2016-01-15 12:50:45.486000+00:00,Car,New credit,Application_283012951,25000.0,,,,,,,,,3.888888888888889e-06,False,False,False
Created,User_99,W_Call incomplete files,Workflow,Workitem_1090600213,schedule,2016-01-19 12:01:03.790000+00:00,Remaining debt home,New credit,Application_1981969728,40000.0,,,,,,,,,5.555555555555555e-07,False,False,False
